MeSH Headings	Freq	StartYear	EndYear	Database	TermType
CONDITIONING CLASSICAL	1	1970	1979	MEDLINE-WOS	mesh
CONDOMS	1	1970	1979	MEDLINE-WOS	mesh
CONGENITAL ABNORMALITIES	1	1970	1979	MEDLINE-WOS	mesh
CONJUNCTIVA	1	1970	1979	MEDLINE-WOS	mesh
CONTACT LENSES	1	1970	1979	MEDLINE-WOS	mesh
CONTINUITY OF PATIENT CARE	1	1970	1979	MEDLINE-WOS	mesh
CORNEA	1	1970	1979	MEDLINE-WOS	mesh
CORONARY DISEASE	1	1970	1979	MEDLINE-WOS	mesh
CORRESPONDENCE AS TOPIC	1	1970	1979	MEDLINE-WOS	mesh
COUGH	1	1970	1979	MEDLINE-WOS	mesh
CRIME	1	1970	1979	MEDLINE-WOS	mesh
CROSS INFECTION	1	1970	1979	MEDLINE-WOS	mesh
CROWDING	1	1970	1979	MEDLINE-WOS	mesh
CURRICULUM	1	1970	1979	MEDLINE-WOS	mesh
DEFENSE MECHANISMS	1	1970	1979	MEDLINE-WOS	mesh
DELIVERY OBSTETRIC	1	1970	1979	MEDLINE-WOS	mesh
DEMENTIA	1	1970	1979	MEDLINE-WOS	mesh
DENMARK	1	1970	1979	MEDLINE-WOS	mesh
DENTAL HEALTH SURVEYS	1	1970	1979	MEDLINE-WOS	mesh
DENTAL INSTRUMENTS	1	1970	1979	MEDLINE-WOS	mesh
DENTAL PROPHYLAXIS	1	1970	1979	MEDLINE-WOS	mesh
DENTAL TECHNICIANS	1	1970	1979	MEDLINE-WOS	mesh
DENTIST PATIENT RELATIONS	1	1970	1979	MEDLINE-WOS	mesh
DENTURE DESIGN	1	1970	1979	MEDLINE-WOS	mesh
DENTURE PARTIAL REMOVABLE	1	1970	1979	MEDLINE-WOS	mesh
DEPRESSION	1	1970	1979	MEDLINE-WOS	mesh
DIAGNOSTIC ERRORS	1	1970	1979	MEDLINE-WOS	mesh
DIAZEPAM	1	1970	1979	MEDLINE-WOS	mesh
DIELDRIN	1	1970	1979	MEDLINE-WOS	mesh
DIET	1	1970	1979	MEDLINE-WOS	mesh
DIET FADS	1	1970	1979	MEDLINE-WOS	mesh
DIET REDUCING	1	1970	1979	MEDLINE-WOS	mesh
DIET VEGETARIAN	1	1970	1979	MEDLINE-WOS	mesh
DIETARY CARBOHYDRATES	1	1970	1979	MEDLINE-WOS	mesh
DIETARY FATS	1	1970	1979	MEDLINE-WOS	mesh
DIETARY PROTEINS	1	1970	1979	MEDLINE-WOS	mesh
DIETETICS	1	1970	1979	MEDLINE-WOS	mesh
DISABLED PERSONS	1	1970	1979	MEDLINE-WOS	mesh
DISCRIMINATION PSYCHOLOGY	1	1970	1979	MEDLINE-WOS	mesh
DOGS	1	1970	1979	MEDLINE-WOS	mesh
DRONABINOL	1	1970	1979	MEDLINE-WOS	mesh
DRUG ADMINISTRATION SCHEDULE	1	1970	1979	MEDLINE-WOS	mesh
DRUG COMBINATIONS	1	1970	1979	MEDLINE-WOS	mesh
DRUG INFORMATION SERVICES	1	1970	1979	MEDLINE-WOS	mesh
DRUG INTERACTIONS	1	1970	1979	MEDLINE-WOS	mesh
DRUG LABELING	1	1970	1979	MEDLINE-WOS	mesh
DRUG PACKAGING	1	1970	1979	MEDLINE-WOS	mesh
DRUG THERAPY	1	1970	1979	MEDLINE-WOS	mesh
DRUG TOLERANCE	1	1970	1979	MEDLINE-WOS	mesh
DRUG UTILIZATION	1	1970	1979	MEDLINE-WOS	mesh
DYSLEXIA	1	1970	1979	MEDLINE-WOS	mesh
EAR DISEASES	1	1970	1979	MEDLINE-WOS	mesh
ECOLOGY	1	1970	1979	MEDLINE-WOS	mesh
EDUCATION CONTINUING	1	1970	1979	MEDLINE-WOS	mesh
EDUCATION MEDICAL	1	1970	1979	MEDLINE-WOS	mesh
EDUCATION MEDICAL CONTINUING	1	1970	1979	MEDLINE-WOS	mesh
EDUCATION OF INTELLECTUALLY DISABLED	1	1970	1979	MEDLINE-WOS	mesh
EDUCATION SPECIAL	1	1970	1979	MEDLINE-WOS	mesh
EGYPT	1	1970	1979	MEDLINE-WOS	mesh
ELECTROPHYSIOLOGY	1	1970	1979	MEDLINE-WOS	mesh
EMBRYONIC AND FETAL DEVELOPMENT	1	1970	1979	MEDLINE-WOS	mesh
EMIGRATION AND IMMIGRATION	1	1970	1979	MEDLINE-WOS	mesh
EMPLOYMENT	1	1970	1979	MEDLINE-WOS	mesh
ENDOTHELIUM	1	1970	1979	MEDLINE-WOS	mesh
ENVIRONMENTAL EXPOSURE	1	1970	1979	MEDLINE-WOS	mesh
ESTROGENS	1	1970	1979	MEDLINE-WOS	mesh
ETHICS COMMITTEES CLINICAL	1	1970	1979	MEDLINE-WOS	mesh
ETHICS PHARMACY	1	1970	1979	MEDLINE-WOS	mesh
EUGENICS	1	1970	1979	MEDLINE-WOS	mesh
EUROPE EASTERN	1	1970	1979	MEDLINE-WOS	mesh
EUTHANASIA	1	1970	1979	MEDLINE-WOS	mesh
EUTHANASIA PASSIVE	1	1970	1979	MEDLINE-WOS	mesh
EVOKED POTENTIALS	1	1970	1979	MEDLINE-WOS	mesh
EXHIBITS AS TOPIC	1	1970	1979	MEDLINE-WOS	mesh
EXISTENTIALISM	1	1970	1979	MEDLINE-WOS	mesh
EXOCRINE GLANDS	1	1970	1979	MEDLINE-WOS	mesh
EXTRAVERSION PSYCHOLOGY	1	1970	1979	MEDLINE-WOS	mesh
EYEGLASSES	1	1970	1979	MEDLINE-WOS	mesh
FAMILY PLANNING POLICY	1	1970	1979	MEDLINE-WOS	mesh
FAMOUS PERSONS	1	1970	1979	MEDLINE-WOS	mesh
FATHERS	1	1970	1979	MEDLINE-WOS	mesh
FATS UNSATURATED	1	1970	1979	MEDLINE-WOS	mesh
FEEDING BEHAVIOR	1	1970	1979	MEDLINE-WOS	mesh
FEES AND CHARGES	1	1970	1979	MEDLINE-WOS	mesh
FEES PHARMACEUTICAL	1	1970	1979	MEDLINE-WOS	mesh
FEMUR HEAD	1	1970	1979	MEDLINE-WOS	mesh
FERTILIZATION	1	1970	1979	MEDLINE-WOS	mesh
FIBROBLASTS	1	1970	1979	MEDLINE-WOS	mesh
FINANCIAL MANAGEMENT	1	1970	1979	MEDLINE-WOS	mesh
FOOD ADDITIVES	1	1970	1979	MEDLINE-WOS	mesh
FOOD ANALYSIS	1	1970	1979	MEDLINE-WOS	mesh
FOOD CONTAMINATION	1	1970	1979	MEDLINE-WOS	mesh
FOOD MICROBIOLOGY	1	1970	1979	MEDLINE-WOS	mesh
FOOD PROCESSING INDUSTRY	1	1970	1979	MEDLINE-WOS	mesh
FORECASTING	1	1970	1979	MEDLINE-WOS	mesh
FOUNDATIONS	1	1970	1979	MEDLINE-WOS	mesh
GASTROINTESTINAL NEOPLASMS	1	1970	1979	MEDLINE-WOS	mesh
GENETIC DISEASES INBORN	1	1970	1979	MEDLINE-WOS	mesh
GENETICS MEDICAL	1	1970	1979	MEDLINE-WOS	mesh
GENETICS POPULATION	1	1970	1979	MEDLINE-WOS	mesh
GENITAL NEOPLASMS FEMALE	1	1970	1979	MEDLINE-WOS	mesh
GLUTAMATES	1	1970	1979	MEDLINE-WOS	mesh
GOALS	1	1970	1979	MEDLINE-WOS	mesh
GOVERNMENT PROGRAMS	1	1970	1979	MEDLINE-WOS	mesh
GRASSHOPPERS	1	1970	1979	MEDLINE-WOS	mesh
GROUP PROCESSES	1	1970	1979	MEDLINE-WOS	mesh
GROWTH	1	1970	1979	MEDLINE-WOS	mesh
HALLUCINOGENS	1	1970	1979	MEDLINE-WOS	mesh
HAPLORHINI	1	1970	1979	MEDLINE-WOS	mesh
HEALTH FACILITIES	1	1970	1979	MEDLINE-WOS	mesh
HEALTH OCCUPATIONS	1	1970	1979	MEDLINE-WOS	mesh
HEARING	1	1970	1979	MEDLINE-WOS	mesh
HEARING AIDS	1	1970	1979	MEDLINE-WOS	mesh
HEART	1	1970	1979	MEDLINE-WOS	mesh
HEART ATRIA	1	1970	1979	MEDLINE-WOS	mesh
HEART RATE	1	1970	1979	MEDLINE-WOS	mesh
HEMORRHAGE	1	1970	1979	MEDLINE-WOS	mesh
HEROIN DEPENDENCE	1	1970	1979	MEDLINE-WOS	mesh
HIPPOCAMPUS	1	1970	1979	MEDLINE-WOS	mesh
HISTORY 18TH CENTURY	1	1970	1979	MEDLINE-WOS	mesh
HOSPITAL DESIGN AND CONSTRUCTION	1	1970	1979	MEDLINE-WOS	mesh
HOSPITALIZATION	1	1970	1979	MEDLINE-WOS	mesh
HOSPITALS GENERAL	1	1970	1979	MEDLINE-WOS	mesh
HOSPITALS PSYCHIATRIC	1	1970	1979	MEDLINE-WOS	mesh
HOSTILITY	1	1970	1979	MEDLINE-WOS	mesh
HOUSING	1	1970	1979	MEDLINE-WOS	mesh
HYPERSENSITIVITY	1	1970	1979	MEDLINE-WOS	mesh
HYPOGLYCEMIA	1	1970	1979	MEDLINE-WOS	mesh
HYPOXIA	1	1970	1979	MEDLINE-WOS	mesh
ILLEGITIMACY	1	1970	1979	MEDLINE-WOS	mesh
ILLINOIS	1	1970	1979	MEDLINE-WOS	mesh
ILLUSIONS	1	1970	1979	MEDLINE-WOS	mesh
INCIDENCE	1	1970	1979	MEDLINE-WOS	mesh
INDIANS SOUTH AMERICAN	1	1970	1979	MEDLINE-WOS	mesh
INDICATORS AND REAGENTS	1	1970	1979	MEDLINE-WOS	mesh
INFANT NUTRITIONAL PHYSIOLOGICAL PHENOMENA	1	1970	1979	MEDLINE-WOS	mesh
INFECTION	1	1970	1979	MEDLINE-WOS	mesh
INFORMED CONSENT	1	1970	1979	MEDLINE-WOS	mesh
INJECTIONS	1	1970	1979	MEDLINE-WOS	mesh
INJECTIONS INTRAVENOUS	1	1970	1979	MEDLINE-WOS	mesh
INSECT CONTROL	1	1970	1979	MEDLINE-WOS	mesh
INSURANCE DENTAL	1	1970	1979	MEDLINE-WOS	mesh
INSURANCE PHARMACEUTICAL SERVICES	1	1970	1979	MEDLINE-WOS	mesh
INTELLECTUAL DISABILITY	1	1970	1979	MEDLINE-WOS	mesh
INTENSIVE CARE UNITS	1	1970	1979	MEDLINE-WOS	mesh
INTERNATIONAL AGENCIES	1	1970	1979	MEDLINE-WOS	mesh
INTROVERSION PSYCHOLOGY	1	1970	1979	MEDLINE-WOS	mesh
IRON	1	1970	1979	MEDLINE-WOS	mesh
ISRAEL	1	1970	1979	MEDLINE-WOS	mesh
ITALY	1	1970	1979	MEDLINE-WOS	mesh
JEWS	1	1970	1979	MEDLINE-WOS	mesh
JUDGMENT	1	1970	1979	MEDLINE-WOS	mesh
KERATOCONJUNCTIVITIS	1	1970	1979	MEDLINE-WOS	mesh
LANGUAGE	1	1970	1979	MEDLINE-WOS	mesh
LEGISLATION DENTAL	1	1970	1979	MEDLINE-WOS	mesh
LEGISLATION PHARMACY	1	1970	1979	MEDLINE-WOS	mesh
LIBIDO	1	1970	1979	MEDLINE-WOS	mesh
LIFE SUPPORT CARE	1	1970	1979	MEDLINE-WOS	mesh
LUNG NEOPLASMS	1	1970	1979	MEDLINE-WOS	mesh
MALPRACTICE	1	1970	1979	MEDLINE-WOS	mesh
MARGARINE	1	1970	1979	MEDLINE-WOS	mesh
MARITAL STATUS	1	1970	1979	MEDLINE-WOS	mesh
MASSACHUSETTS	1	1970	1979	MEDLINE-WOS	mesh
MASTOID	1	1970	1979	MEDLINE-WOS	mesh
HUMANS	272	1980	1989	MEDLINE-WOS	mesh
PROPAGANDA	136	1980	1989	MEDLINE-WOS	mesh
FEMALE	100	1980	1989	MEDLINE-WOS	mesh
HEALTH EDUCATION	97	1980	1989	MEDLINE-WOS	mesh
DEVELOPING COUNTRIES	90	1980	1989	MEDLINE-WOS	mesh
USSR	81	1980	1989	MEDLINE-WOS	mesh
ADOLESCENT	74	1980	1989	MEDLINE-WOS	mesh
MALE	70	1980	1989	MEDLINE-WOS	mesh
ADULT	65	1980	1989	MEDLINE-WOS	mesh
ASIA	65	1980	1989	MEDLINE-WOS	mesh
COMMUNICATION	57	1980	1989	MEDLINE-WOS	mesh
FAMILY PLANNING SERVICES	53	1980	1989	MEDLINE-WOS	mesh
CHINA	52	1980	1989	MEDLINE-WOS	mesh
FAR EAST	50	1980	1989	MEDLINE-WOS	mesh
DEMOGRAPHY	49	1980	1989	MEDLINE-WOS	mesh
PUBLIC POLICY	47	1980	1989	MEDLINE-WOS	mesh
HEALTH PLANNING	45	1980	1989	MEDLINE-WOS	mesh
POPULATION	44	1980	1989	MEDLINE-WOS	mesh
UNITED STATES	43	1980	1989	MEDLINE-WOS	mesh
ALCOHOLISM	37	1980	1989	MEDLINE-WOS	mesh
ORGANIZATION AND ADMINISTRATION	36	1980	1989	MEDLINE-WOS	mesh
POLITICS	36	1980	1989	MEDLINE-WOS	mesh
POPULATION DYNAMICS	35	1980	1989	MEDLINE-WOS	mesh
PREGNANCY	35	1980	1989	MEDLINE-WOS	mesh
ECONOMICS	32	1980	1989	MEDLINE-WOS	mesh
POPULATION CHARACTERISTICS	31	1980	1989	MEDLINE-WOS	mesh
CHILD	30	1980	1989	MEDLINE-WOS	mesh
HEALTH PROMOTION	28	1980	1989	MEDLINE-WOS	mesh
SEXUAL BEHAVIOR	26	1980	1989	MEDLINE-WOS	mesh
BEHAVIOR	25	1980	1989	MEDLINE-WOS	mesh
EDUCATION	25	1980	1989	MEDLINE-WOS	mesh
INFORMATION SERVICES	25	1980	1989	MEDLINE-WOS	mesh
MIDDLE AGED	24	1980	1989	MEDLINE-WOS	mesh
ACQUIRED IMMUNODEFICIENCY SYNDROME	21	1980	1989	MEDLINE-WOS	mesh
HEALTH	21	1980	1989	MEDLINE-WOS	mesh
RESEARCH	21	1980	1989	MEDLINE-WOS	mesh
LIFE STYLE	20	1980	1989	MEDLINE-WOS	mesh
SEX EDUCATION	20	1980	1989	MEDLINE-WOS	mesh
ATTITUDE TO HEALTH	19	1980	1989	MEDLINE-WOS	mesh
FAMILY PLANNING POLICY	19	1980	1989	MEDLINE-WOS	mesh
DELIVERY OF HEALTH CARE	18	1980	1989	MEDLINE-WOS	mesh
SOCIOECONOMIC FACTORS	18	1980	1989	MEDLINE-WOS	mesh
CONTRACEPTION	17	1980	1989	MEDLINE-WOS	mesh
POPULATION CONTROL	17	1980	1989	MEDLINE-WOS	mesh
SMOKING PREVENTION	17	1980	1989	MEDLINE-WOS	mesh
AGED	15	1980	1989	MEDLINE-WOS	mesh
ATTITUDE	15	1980	1989	MEDLINE-WOS	mesh
BREAST FEEDING	15	1980	1989	MEDLINE-WOS	mesh
DEVELOPED COUNTRIES	15	1980	1989	MEDLINE-WOS	mesh
PSYCHOLOGY	15	1980	1989	MEDLINE-WOS	mesh
RUSSIA	15	1980	1989	MEDLINE-WOS	mesh
AFRICA	14	1980	1989	MEDLINE-WOS	mesh
HEALTH KNOWLEDGE ATTITUDES PRACTICE	14	1980	1989	MEDLINE-WOS	mesh
HISTORY 20TH CENTURY	14	1980	1989	MEDLINE-WOS	mesh
INFANT	14	1980	1989	MEDLINE-WOS	mesh
POPULATION GROWTH	14	1980	1989	MEDLINE-WOS	mesh
AGE FACTORS	13	1980	1989	MEDLINE-WOS	mesh
AMERICAS	13	1980	1989	MEDLINE-WOS	mesh
FAMILY CHARACTERISTICS	13	1980	1989	MEDLINE-WOS	mesh
FERTILITY	13	1980	1989	MEDLINE-WOS	mesh
MASS MEDIA	13	1980	1989	MEDLINE-WOS	mesh
NUTRITIONAL PHYSIOLOGICAL PHENOMENA	13	1980	1989	MEDLINE-WOS	mesh
ANIMALS	12	1980	1989	MEDLINE-WOS	mesh
MARKETING OF HEALTH SERVICES	12	1980	1989	MEDLINE-WOS	mesh
PUBLIC OPINION	12	1980	1989	MEDLINE-WOS	mesh
RISK	12	1980	1989	MEDLINE-WOS	mesh
AFRICA SOUTH OF THE SAHARA	11	1980	1989	MEDLINE-WOS	mesh
ATTITUDE OF HEALTH PERSONNEL	11	1980	1989	MEDLINE-WOS	mesh
BIRTH RATE	11	1980	1989	MEDLINE-WOS	mesh
CHILD PRESCHOOL	11	1980	1989	MEDLINE-WOS	mesh
DISEASE	11	1980	1989	MEDLINE-WOS	mesh
NORTH AMERICA	11	1980	1989	MEDLINE-WOS	mesh
POLITICAL SYSTEMS	11	1980	1989	MEDLINE-WOS	mesh
RURAL POPULATION	11	1980	1989	MEDLINE-WOS	mesh
SURVEYS AND QUESTIONNAIRES	11	1980	1989	MEDLINE-WOS	mesh
EVALUATION STUDIES AS TOPIC	10	1980	1989	MEDLINE-WOS	mesh
INFANT NEWBORN	10	1980	1989	MEDLINE-WOS	mesh
LEGISLATION AS TOPIC	10	1980	1989	MEDLINE-WOS	mesh
MILITARY PERSONNEL	10	1980	1989	MEDLINE-WOS	mesh
MOTIVATION	10	1980	1989	MEDLINE-WOS	mesh
NATIONAL HEALTH PROGRAMS	10	1980	1989	MEDLINE-WOS	mesh
SMOKING	10	1980	1989	MEDLINE-WOS	mesh
ALCOHOLIC INTOXICATION	9	1980	1989	MEDLINE-WOS	mesh
CONGRESSES AS TOPIC	9	1980	1989	MEDLINE-WOS	mesh
EUROPE	9	1980	1989	MEDLINE-WOS	mesh
INDIA	9	1980	1989	MEDLINE-WOS	mesh
SOCIAL SCIENCES	9	1980	1989	MEDLINE-WOS	mesh
URBAN POPULATION	9	1980	1989	MEDLINE-WOS	mesh
VIRUS DISEASES	9	1980	1989	MEDLINE-WOS	mesh
ABORTION LEGAL	8	1980	1989	MEDLINE-WOS	mesh
AFRICA WESTERN	8	1980	1989	MEDLINE-WOS	mesh
CONTRACEPTIVES ORAL	8	1980	1989	MEDLINE-WOS	mesh
CULTURE	8	1980	1989	MEDLINE-WOS	mesh
HEALTH SERVICES	8	1980	1989	MEDLINE-WOS	mesh
HIV INFECTIONS	8	1980	1989	MEDLINE-WOS	mesh
INFANT NUTRITIONAL PHYSIOLOGICAL PHENOMENA	8	1980	1989	MEDLINE-WOS	mesh
KNOWLEDGE	8	1980	1989	MEDLINE-WOS	mesh
PATIENT EDUCATION AS TOPIC	8	1980	1989	MEDLINE-WOS	mesh
PHYSICIAN PATIENT RELATIONS	8	1980	1989	MEDLINE-WOS	mesh
RISK FACTORS	8	1980	1989	MEDLINE-WOS	mesh
SOCIAL PLANNING	8	1980	1989	MEDLINE-WOS	mesh
SOCIALISM	8	1980	1989	MEDLINE-WOS	mesh
ABORTION INDUCED	7	1980	1989	MEDLINE-WOS	mesh
ADVERTISING AS TOPIC	7	1980	1989	MEDLINE-WOS	mesh
CONTRACEPTION BEHAVIOR	7	1980	1989	MEDLINE-WOS	mesh
DATA COLLECTION	7	1980	1989	MEDLINE-WOS	mesh
DIET	7	1980	1989	MEDLINE-WOS	mesh
GOVERNMENT PROGRAMS	7	1980	1989	MEDLINE-WOS	mesh
HEALTH SERVICES ADMINISTRATION	7	1980	1989	MEDLINE-WOS	mesh
LATIN AMERICA	7	1980	1989	MEDLINE-WOS	mesh
NEWSPAPERS AS TOPIC	7	1980	1989	MEDLINE-WOS	mesh
ORGANIZATIONS	7	1980	1989	MEDLINE-WOS	mesh
PHYSICIANS	7	1980	1989	MEDLINE-WOS	mesh
SAMPLING STUDIES	7	1980	1989	MEDLINE-WOS	mesh
SOCIAL CLASS	7	1980	1989	MEDLINE-WOS	mesh
UNITED KINGDOM	7	1980	1989	MEDLINE-WOS	mesh
AFRICA NORTHERN	6	1980	1989	MEDLINE-WOS	mesh
COMMUNISM	6	1980	1989	MEDLINE-WOS	mesh
MARRIAGE	6	1980	1989	MEDLINE-WOS	mesh
PHYSICAL EDUCATION AND TRAINING	6	1980	1989	MEDLINE-WOS	mesh
RELIGION	6	1980	1989	MEDLINE-WOS	mesh
REPRODUCTION	6	1980	1989	MEDLINE-WOS	mesh
SOCIAL CHANGE	6	1980	1989	MEDLINE-WOS	mesh
STATISTICS AS TOPIC	6	1980	1989	MEDLINE-WOS	mesh
SUBSTANCE RELATED DISORDERS	6	1980	1989	MEDLINE-WOS	mesh
TIME FACTORS	6	1980	1989	MEDLINE-WOS	mesh
ADOLESCENT BEHAVIOR	5	1980	1989	MEDLINE-WOS	mesh
BIOLOGY	5	1980	1989	MEDLINE-WOS	mesh
CARDIOVASCULAR DISEASES	5	1980	1989	MEDLINE-WOS	mesh
CONTRACEPTIVE AGENTS	5	1980	1989	MEDLINE-WOS	mesh
COUNSELING	5	1980	1989	MEDLINE-WOS	mesh
EDUCATIONAL STATUS	5	1980	1989	MEDLINE-WOS	mesh
FLUORIDATION	5	1980	1989	MEDLINE-WOS	mesh
GOVERNMENT AGENCIES	5	1980	1989	MEDLINE-WOS	mesh
HEALTH SERVICES NEEDS AND DEMAND	5	1980	1989	MEDLINE-WOS	mesh
INDUSTRY	5	1980	1989	MEDLINE-WOS	mesh
INFANT MORTALITY	5	1980	1989	MEDLINE-WOS	mesh
INTERNATIONAL COOPERATION	5	1980	1989	MEDLINE-WOS	mesh
MEDICINE	5	1980	1989	MEDLINE-WOS	mesh
MEMORY	5	1980	1989	MEDLINE-WOS	mesh
MENSTRUATION	5	1980	1989	MEDLINE-WOS	mesh
MEXICO	5	1980	1989	MEDLINE-WOS	mesh
NUCLEAR WARFARE	5	1980	1989	MEDLINE-WOS	mesh
NUTRITIONAL SCIENCES	5	1980	1989	MEDLINE-WOS	mesh
POPULATION DENSITY	5	1980	1989	MEDLINE-WOS	mesh
PREGNANCY COMPLICATIONS	5	1980	1989	MEDLINE-WOS	mesh
SAFETY	5	1980	1989	MEDLINE-WOS	mesh
SCHOOLS	5	1980	1989	MEDLINE-WOS	mesh
SEX FACTORS	5	1980	1989	MEDLINE-WOS	mesh
SOCIAL PROBLEMS	5	1980	1989	MEDLINE-WOS	mesh
SOCIETIES	5	1980	1989	MEDLINE-WOS	mesh
SPORTS	5	1980	1989	MEDLINE-WOS	mesh
STUDENTS	5	1980	1989	MEDLINE-WOS	mesh
STUDENTS MEDICAL	5	1980	1989	MEDLINE-WOS	mesh
TEACHING	5	1980	1989	MEDLINE-WOS	mesh
ABNORMALITIES DRUG INDUCED	4	1980	1989	MEDLINE-WOS	mesh
ASIA SOUTHEASTERN	4	1980	1989	MEDLINE-WOS	mesh
ATTENTION	4	1980	1989	MEDLINE-WOS	mesh
BEHAVIOR THERAPY	4	1980	1989	MEDLINE-WOS	mesh
BLOOD DONORS	4	1980	1989	MEDLINE-WOS	mesh
BODY WEIGHT	4	1980	1989	MEDLINE-WOS	mesh
BOTTLE FEEDING	4	1980	1989	MEDLINE-WOS	mesh
CENSUSES	4	1980	1989	MEDLINE-WOS	mesh
CONTRACEPTIVE AGENTS FEMALE	4	1980	1989	MEDLINE-WOS	mesh
CROSS CULTURAL COMPARISON	4	1980	1989	MEDLINE-WOS	mesh
CULTURAL CHARACTERISTICS	4	1980	1989	MEDLINE-WOS	mesh
DENTAL CARIES	4	1980	1989	MEDLINE-WOS	mesh
DENTISTS	4	1980	1989	MEDLINE-WOS	mesh
EMPLOYMENT	4	1980	1989	MEDLINE-WOS	mesh
GERMANY EAST	4	1980	1989	MEDLINE-WOS	mesh
HEALTH EDUCATION DENTAL	4	1980	1989	MEDLINE-WOS	mesh
HEALTH PERSONNEL	4	1980	1989	MEDLINE-WOS	mesh
HISTORY 19TH CENTURY	4	1980	1989	MEDLINE-WOS	mesh
INTERVIEWS AS TOPIC	4	1980	1989	MEDLINE-WOS	mesh
ISLAM	4	1980	1989	MEDLINE-WOS	mesh
ITALY	4	1980	1989	MEDLINE-WOS	mesh
MASS SCREENING	4	1980	1989	MEDLINE-WOS	mesh
MENTAL RECALL	4	1980	1989	MEDLINE-WOS	mesh
MILITARY MEDICINE	4	1980	1989	MEDLINE-WOS	mesh
MORTALITY	4	1980	1989	MEDLINE-WOS	mesh
MOTION PICTURES	4	1980	1989	MEDLINE-WOS	mesh
NEOPLASMS	4	1980	1989	MEDLINE-WOS	mesh
NIGERIA	4	1980	1989	MEDLINE-WOS	mesh
OCCUPATIONAL MEDICINE	4	1980	1989	MEDLINE-WOS	mesh
PHYSICAL EXERTION	4	1980	1989	MEDLINE-WOS	mesh
PSYCHOLOGY ADOLESCENT	4	1980	1989	MEDLINE-WOS	mesh
PUBLIC HEALTH	4	1980	1989	MEDLINE-WOS	mesh
RESEARCH DESIGN	4	1980	1989	MEDLINE-WOS	mesh
RETENTION PSYCHOLOGY	4	1980	1989	MEDLINE-WOS	mesh
SEXUALLY TRANSMITTED DISEASES	4	1980	1989	MEDLINE-WOS	mesh
SRI LANKA	4	1980	1989	MEDLINE-WOS	mesh
SWITZERLAND	4	1980	1989	MEDLINE-WOS	mesh
TELEVISION	4	1980	1989	MEDLINE-WOS	mesh
VOLUNTARY HEALTH AGENCIES	4	1980	1989	MEDLINE-WOS	mesh
ACCIDENT PREVENTION	3	1980	1989	MEDLINE-WOS	mesh
ALCOHOL DRINKING	3	1980	1989	MEDLINE-WOS	mesh
AUDIOVISUAL AIDS	3	1980	1989	MEDLINE-WOS	mesh
AUSTRIA	3	1980	1989	MEDLINE-WOS	mesh
BLOOD PRESSURE	3	1980	1989	MEDLINE-WOS	mesh
CANADA	3	1980	1989	MEDLINE-WOS	mesh
CENTRAL AMERICA	3	1980	1989	MEDLINE-WOS	mesh
COMMERCE	3	1980	1989	MEDLINE-WOS	mesh
COMMUNICATION BARRIERS	3	1980	1989	MEDLINE-WOS	mesh
COMMUNITY PARTICIPATION	3	1980	1989	MEDLINE-WOS	mesh
CONDOMS	3	1980	1989	MEDLINE-WOS	mesh
CONSERVATION OF NATURAL RESOURCES	3	1980	1989	MEDLINE-WOS	mesh
CORONARY DISEASE	3	1980	1989	MEDLINE-WOS	mesh
CRIME	3	1980	1989	MEDLINE-WOS	mesh
CURRICULUM	3	1980	1989	MEDLINE-WOS	mesh
DECISION MAKING	3	1980	1989	MEDLINE-WOS	mesh
DRUG AND NARCOTIC CONTROL	3	1980	1989	MEDLINE-WOS	mesh
DRUG RELATED SIDE EFFECTS AND ADVERSE REACTIONS	3	1980	1989	MEDLINE-WOS	mesh
ENGLAND	3	1980	1989	MEDLINE-WOS	mesh
ETHANOL	3	1980	1989	MEDLINE-WOS	mesh
FLUORIDES	3	1980	1989	MEDLINE-WOS	mesh
FORECASTING	3	1980	1989	MEDLINE-WOS	mesh
GENDER IDENTITY	3	1980	1989	MEDLINE-WOS	mesh
GEOGRAPHY	3	1980	1989	MEDLINE-WOS	mesh
GOVERNMENT	3	1980	1989	MEDLINE-WOS	mesh
HEALTH BEHAVIOR	3	1980	1989	MEDLINE-WOS	mesh
HEALTH FACILITIES	3	1980	1989	MEDLINE-WOS	mesh
HEALTH SURVEYS	3	1980	1989	MEDLINE-WOS	mesh
HISTORY MODERN 1601	3	1980	1989	MEDLINE-WOS	mesh
HOMOSEXUALITY	3	1980	1989	MEDLINE-WOS	mesh
HYPERTENSION	3	1980	1989	MEDLINE-WOS	mesh
IMMUNIZATION	3	1980	1989	MEDLINE-WOS	mesh
INFECTION	3	1980	1989	MEDLINE-WOS	mesh
INFORMED CONSENT	3	1980	1989	MEDLINE-WOS	mesh
INTRAUTERINE DEVICES	3	1980	1989	MEDLINE-WOS	mesh
JAPAN	3	1980	1989	MEDLINE-WOS	mesh
LITHUANIA	3	1980	1989	MEDLINE-WOS	mesh
MATERNAL HEALTH SERVICES	3	1980	1989	MEDLINE-WOS	mesh
MENTAL DISORDERS	3	1980	1989	MEDLINE-WOS	mesh
MICE	3	1980	1989	MEDLINE-WOS	mesh
MIDDLE EAST	3	1980	1989	MEDLINE-WOS	mesh
NAVAL MEDICINE	3	1980	1989	MEDLINE-WOS	mesh
NETHERLANDS	3	1980	1989	MEDLINE-WOS	mesh
NUTRITIONAL REQUIREMENTS	3	1980	1989	MEDLINE-WOS	mesh
