Term	Freq	StartYear	EndYear	Database	Platform	TermType
mass media	671	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
journalism	474	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
propaganda	286	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
journalists	266	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
communication	241	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
public relations	222	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
newspapers	159	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
press	151	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
motion pictures	149	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
television broadcasting	139	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
advertising	134	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
reporters & reporting	130	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
political communication	120	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
television broadcasting of news	111	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
internet	108	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
public opinion	101	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
rhetoric	101	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
journalistic ethics	98	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
television programs	98	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
political science	95	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
documentary films	94	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
communications research	82	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
periodicals	81	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
motion picture industry	79	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
broadcasting industry	78	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
marketing	76	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
radio broadcasting	76	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
ethics	75	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
political participation	73	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
press & politics	71	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
culture	70	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
broadcast journalism	69	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
content analysis	68	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
political campaigns	65	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
mass media & propaganda	63	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
websites	63	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
conferences & conventions	61	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
freedom of the press	59	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
globalization	58	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
language & languages	57	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
mass media -- political aspects	57	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
government & the press	55	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
press & propaganda	53	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
censorship	51	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
psychology	51	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
discourse analysis	48	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
blogs	47	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
human rights	47	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
social change	47	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
education	46	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
popular culture	46	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
filmmakers	45	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
social psychology	44	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
essays	43	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
mass media & culture	43	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
medical communication	43	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
publicity	43	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
advertising campaigns	42	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
public interest	42	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
publishers & publishing	42	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
political advertising	41	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
journalism & politics	40	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
news agencies	38	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
debates & debating	37	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
communication education	36	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
communication methodology	36	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
political parties	36	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
mass media policy	35	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
television	35	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
letters to the editor	34	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
political doctrines	34	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
television stations	34	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
communication & culture	33	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
mass media -- social aspects	33	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
mass media & public opinion	33	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
motion pictures -- history	33	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
persuasion (psychology)	33	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
radio stations	33	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
surveys	33	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
audiences	32	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
mass media & war	32	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
information theory	31	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
social policy	31	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
business communication	30	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
communication & technology	30	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
mass media research	30	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
media studies	30	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
radio (medium)	30	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
communication -- social aspects	29	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
consumer behavior	29	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
diplomacy	29	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
journalism education	29	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
truthfulness & falsehood	29	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
interpersonal relations	28	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
television advertising	28	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
digital media	27	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
journalism -- social aspects	27	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
mass media influence	27	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
sociology	27	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
telecommunication	27	2000	2009	CMMC	Ebsco	Subject: Thesaurus Term
mass media	559	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
journalism	493	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
social media	439	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
journalists	275	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
fake news	240	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
communication	236	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
propaganda	225	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
press	177	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
political communication	170	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
public relations	164	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
content analysis	148	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
newspapers	145	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
advertising	119	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
public opinion	113	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
digital media	112	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
discourse analysis	108	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
internet	103	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
journalistic ethics	98	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
political participation	96	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
online social networks	95	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
reporters & reporting	90	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
psychology	85	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
globalization	81	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
television broadcasting of news	79	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
documentary films	75	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
communications research	74	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
political campaigns	74	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
freedom of the press	73	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
radio broadcasting	71	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
ethics	69	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
social networks	68	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
conferences & conventions	67	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
social change	67	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
debates & debating	66	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
rhetoric	65	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
television broadcasting	64	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
censorship	61	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
truthfulness & falsehood	60	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
medical communication	58	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
journalism -- history	57	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
motion pictures	56	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
diplomacy	54	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
disinformation	54	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
broadcasting industry	53	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
culture	53	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
persuasion (psychology)	52	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
news websites	51	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
television programs	51	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
internet users	50	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
marketing	49	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
mass media -- political aspects	49	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
mass media -- social aspects	49	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
attitude (psychology)	48	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
information & communication technologies	48	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
frames (social sciences)	47	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
political science	47	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
information resources	46	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
motion picture industry	46	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
activism	45	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
freedom of speech	45	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
language & languages	45	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
journalism education	44	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
news agencies	43	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
blogs	42	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
citizen journalism	42	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
critical discourse analysis	42	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
freedom of expression	41	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
strategic communication	41	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
motion pictures -- history	39	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
online journalism	39	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
crisis communication	38	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
demonstrations (collective behavior)	38	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
discourse	38	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
human rights	38	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
television viewers	38	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
narratives	37	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
political parties	37	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
politicians	37	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
popular culture	37	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
information sharing	36	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
mass media & war	36	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
media literacy	36	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
press & politics	36	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
broadcast journalism	35	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
perception	35	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
theory of knowledge	35	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
visual communication	35	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
websites	35	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
cross-cultural communication	34	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
feminism	34	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
freedom of information	34	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
mass media policy	34	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
media studies	34	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
memory	34	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
photojournalism	34	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
political satire	34	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
radio stations	34	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
filmmakers	33	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
investigative reporting	33	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
hegemony	32	2010	2019	CMMC	Ebsco	Subject: Thesaurus Term
anti-jewish boycotts	1	1960	1969	LISTA	Ebsco	Subject
antisemitism	1	1960	1969	LISTA	Ebsco	Subject
antisemitism in literature	1	1960	1969	LISTA	Ebsco	Subject
library materials	1	1960	1969	LISTA	Ebsco	Subject
ohio state university	1	1960	1969	LISTA	Ebsco	Subject
nonfiction	15	1970	1979	LISTA	Ebsco	Subject
propaganda	3	1970	1979	LISTA	Ebsco	Subject
common fallacies	2	1970	1979	LISTA	Ebsco	Subject
african american periodicals	1	1970	1979	LISTA	Ebsco	Subject
apartheid in literature	1	1970	1979	LISTA	Ebsco	Subject
barry, james p.	1	1970	1979	LISTA	Ebsco	Subject
berlin olympics, 1936, the (book)	1	1970	1979	LISTA	Ebsco	Subject
book reviewing	1	1970	1979	LISTA	Ebsco	Subject
book selection	1	1970	1979	LISTA	Ebsco	Subject
children's literature	1	1970	1979	LISTA	Ebsco	Subject
collection development in libraries	1	1970	1979	LISTA	Ebsco	Subject
communication	1	1970	1979	LISTA	Ebsco	Subject
community information services	1	1970	1979	LISTA	Ebsco	Subject
computer security	1	1970	1979	LISTA	Ebsco	Subject
computers	1	1970	1979	LISTA	Ebsco	Subject
encyclopedias & dictionaries	1	1970	1979	LISTA	Ebsco	Subject
english language	1	1970	1979	LISTA	Ebsco	Subject
ethnomethodology	1	1970	1979	LISTA	Ebsco	Subject
guernica (spain) -- history	1	1970	1979	LISTA	Ebsco	Subject
information resources management	1	1970	1979	LISTA	Ebsco	Subject
information retrieval	1	1970	1979	LISTA	Ebsco	Subject
information science	1	1970	1979	LISTA	Ebsco	Subject
information services	1	1970	1979	LISTA	Ebsco	Subject
kalisher, simpson	1	1970	1979	LISTA	Ebsco	Subject
language & languages	1	1970	1979	LISTA	Ebsco	Subject
library associations	1	1970	1979	LISTA	Ebsco	Subject
linguistics	1	1970	1979	LISTA	Ebsco	Subject
liston, robert	1	1970	1979	LISTA	Ebsco	Subject
nazi germany, 1933-1945	1	1970	1979	LISTA	Ebsco	Subject
nazi propaganda	1	1970	1979	LISTA	Ebsco	Subject
olympic games	1	1970	1979	LISTA	Ebsco	Subject
photography	1	1970	1979	LISTA	Ebsco	Subject
picture books	1	1970	1979	LISTA	Ebsco	Subject
propaganda & other photographs (book)	1	1970	1979	LISTA	Ebsco	Subject
public libraries	1	1970	1979	LISTA	Ebsco	Subject
questions & answers	1	1970	1979	LISTA	Ebsco	Subject
rosenbloom, joseph	1	1970	1979	LISTA	Ebsco	Subject
sociologists	1	1970	1979	LISTA	Ebsco	Subject
south africa	1	1970	1979	LISTA	Ebsco	Subject
spain	1	1970	1979	LISTA	Ebsco	Subject
united states	1	1970	1979	LISTA	Ebsco	Subject
watzlawick, paul	1	1970	1979	LISTA	Ebsco	Subject
winkler, allan	1	1970	1979	LISTA	Ebsco	Subject
women in war	1	1970	1979	LISTA	Ebsco	Subject
world war ii -- propaganda	1	1970	1979	LISTA	Ebsco	Subject
nonfiction	19	1980	1989	LISTA	Ebsco	Subject
united states	5	1980	1989	LISTA	Ebsco	Subject
common fallacies	4	1980	1989	LISTA	Ebsco	Subject
information science	3	1980	1989	LISTA	Ebsco	Subject
periodicals	3	1980	1989	LISTA	Ebsco	Subject
fox, christopher	2	1980	1989	LISTA	Ebsco	Subject
history	2	1980	1989	LISTA	Ebsco	Subject
librarians	2	1980	1989	LISTA	Ebsco	Subject
propaganda	2	1980	1989	LISTA	Ebsco	Subject
scientific literature	2	1980	1989	LISTA	Ebsco	Subject
united states. dept. of justice	2	1980	1989	LISTA	Ebsco	Subject
academic libraries	1	1980	1989	LISTA	Ebsco	Subject
academy awards	1	1980	1989	LISTA	Ebsco	Subject
actions & defenses (law)	1	1980	1989	LISTA	Ebsco	Subject
advertising in educational media	1	1980	1989	LISTA	Ebsco	Subject
american library association	1	1980	1989	LISTA	Ebsco	Subject
archives	1	1980	1989	LISTA	Ebsco	Subject
archivists	1	1980	1989	LISTA	Ebsco	Subject
bakken, frode	1	1980	1989	LISTA	Ebsco	Subject
black, gregory	1	1980	1989	LISTA	Ebsco	Subject
business & education	1	1980	1989	LISTA	Ebsco	Subject
california	1	1980	1989	LISTA	Ebsco	Subject
canada	1	1980	1989	LISTA	Ebsco	Subject
censorship	1	1980	1989	LISTA	Ebsco	Subject
chandler, robert	1	1980	1989	LISTA	Ebsco	Subject
communism	1	1980	1989	LISTA	Ebsco	Subject
communist propaganda	1	1980	1989	LISTA	Ebsco	Subject
creating rosie the riveter: class, gender & propaganda during world war ii (book)	1	1980	1989	LISTA	Ebsco	Subject
cybernetics	1	1980	1989	LISTA	Ebsco	Subject
data libraries	1	1980	1989	LISTA	Ebsco	Subject
decorative arts	1	1980	1989	LISTA	Ebsco	Subject
design	1	1980	1989	LISTA	Ebsco	Subject
distance education	1	1980	1989	LISTA	Ebsco	Subject
documentation	1	1980	1989	LISTA	Ebsco	Subject
education	1	1980	1989	LISTA	Ebsco	Subject
ethics	1	1980	1989	LISTA	Ebsco	Subject
evaluation	1	1980	1989	LISTA	Ebsco	Subject
exiles	1	1980	1989	LISTA	Ebsco	Subject
fiction	1	1980	1989	LISTA	Ebsco	Subject
filmstrips	1	1980	1989	LISTA	Ebsco	Subject
harty, sheila	1	1980	1989	LISTA	Ebsco	Subject
herman, edward	1	1980	1989	LISTA	Ebsco	Subject
hollywood goes to war: how politics, profits & propaganda shaped world war ii movies (book)	1	1980	1989	LISTA	Ebsco	Subject
honey, maureen	1	1980	1989	LISTA	Ebsco	Subject
hucksters in the classroom: a review of industry propaganda in schools (book)	1	1980	1989	LISTA	Ebsco	Subject
human engineering	1	1980	1989	LISTA	Ebsco	Subject
illinois state university at normal	1	1980	1989	LISTA	Ebsco	Subject
information & misinformation: an investigation of the notions of information, misinformation, informing & misinforming (book)	1	1980	1989	LISTA	Ebsco	Subject
information policy	1	1980	1989	LISTA	Ebsco	Subject
information services	1	1980	1989	LISTA	Ebsco	Subject
information technology	1	1980	1989	LISTA	Ebsco	Subject
international relations	1	1980	1989	LISTA	Ebsco	Subject
johnson, pamela	1	1980	1989	LISTA	Ebsco	Subject
koppes, clayton	1	1980	1989	LISTA	Ebsco	Subject
library associations	1	1980	1989	LISTA	Ebsco	Subject
library education	1	1980	1989	LISTA	Ebsco	Subject
library resources	1	1980	1989	LISTA	Ebsco	Subject
library science -- united states	1	1980	1989	LISTA	Ebsco	Subject
motion picture industry	1	1980	1989	LISTA	Ebsco	Subject
motion pictures	1	1980	1989	LISTA	Ebsco	Subject
nazi propaganda	1	1980	1989	LISTA	Ebsco	Subject
oakland (calif.)	1	1980	1989	LISTA	Ebsco	Subject
operations research	1	1980	1989	LISTA	Ebsco	Subject
philosophy	1	1980	1989	LISTA	Ebsco	Subject
poetry (literary form)	1	1980	1989	LISTA	Ebsco	Subject
poresh, vladimir	1	1980	1989	LISTA	Ebsco	Subject
preservation of books	1	1980	1989	LISTA	Ebsco	Subject
propaganda analysis	1	1980	1989	LISTA	Ebsco	Subject
psychology	1	1980	1989	LISTA	Ebsco	Subject
public libraries	1	1980	1989	LISTA	Ebsco	Subject
publications	1	1980	1989	LISTA	Ebsco	Subject
real terror network, the (book)	1	1980	1989	LISTA	Ebsco	Subject
rosenbloom, joseph	1	1980	1989	LISTA	Ebsco	Subject
secret wars, the (book)	1	1980	1989	LISTA	Ebsco	Subject
serial publications	1	1980	1989	LISTA	Ebsco	Subject
smith, myron	1	1980	1989	LISTA	Ebsco	Subject
sociology	1	1980	1989	LISTA	Ebsco	Subject
south africa	1	1980	1989	LISTA	Ebsco	Subject
soviet propaganda	1	1980	1989	LISTA	Ebsco	Subject
soviet union	1	1980	1989	LISTA	Ebsco	Subject
special libraries	1	1980	1989	LISTA	Ebsco	Subject
teaching aids	1	1980	1989	LISTA	Ebsco	Subject
terrorism	1	1980	1989	LISTA	Ebsco	Subject
united states information agency	1	1980	1989	LISTA	Ebsco	Subject
united states. central intelligence agency	1	1980	1989	LISTA	Ebsco	Subject
university of illinois at urbana-champaign	1	1980	1989	LISTA	Ebsco	Subject
war of ideas: the us propaganda campaign in vietnam (book)	1	1980	1989	LISTA	Ebsco	Subject
women	1	1980	1989	LISTA	Ebsco	Subject
women's studies	1	1980	1989	LISTA	Ebsco	Subject
zeman, zbynek	1	1980	1989	LISTA	Ebsco	Subject
united states	13	1990	1999	LISTA	Ebsco	Subject
internet	7	1990	1999	LISTA	Ebsco	Subject
librarians	7	1990	1999	LISTA	Ebsco	Subject
nonfiction	6	1990	1999	LISTA	Ebsco	Subject
books	5	1990	1999	LISTA	Ebsco	Subject
library science	5	1990	1999	LISTA	Ebsco	Subject
authors	3	1990	1999	LISTA	Ebsco	Subject
common fallacies	3	1990	1999	LISTA	Ebsco	Subject
great britain	3	1990	1999	LISTA	Ebsco	Subject
information dissemination	3	1990	1999	LISTA	Ebsco	Subject
information technology	3	1990	1999	LISTA	Ebsco	Subject
libraries	3	1990	1999	LISTA	Ebsco	Subject
propaganda	3	1990	1999	LISTA	Ebsco	Subject
publishers & publishing	3	1990	1999	LISTA	Ebsco	Subject
second front (book)	3	1990	1999	LISTA	Ebsco	Subject
selling war: the british propaganda campaign against american neutrality in world war ii (book)	3	1990	1999	LISTA	Ebsco	Subject
archives	2	1990	1999	LISTA	Ebsco	Subject
censorship	2	1990	1999	LISTA	Ebsco	Subject
conferences & conventions	2	1990	1999	LISTA	Ebsco	Subject
database searching	2	1990	1999	LISTA	Ebsco	Subject
electronic publishing	2	1990	1999	LISTA	Ebsco	Subject
ethics	2	1990	1999	LISTA	Ebsco	Subject
europe	2	1990	1999	LISTA	Ebsco	Subject
exhibitions	2	1990	1999	LISTA	Ebsco	Subject
information science	2	1990	1999	LISTA	Ebsco	Subject
periodicals	2	1990	1999	LISTA	Ebsco	Subject
persuasion (psychology)	2	1990	1999	LISTA	Ebsco	Subject
political science	2	1990	1999	LISTA	Ebsco	Subject
price we pay: the case against racist speech, hate propaganda & pornography, the (book)	2	1990	1999	LISTA	Ebsco	Subject
propaganda warriors, the (book)	2	1990	1999	LISTA	Ebsco	Subject
public libraries	2	1990	1999	LISTA	Ebsco	Subject
publications	2	1990	1999	LISTA	Ebsco	Subject
scholarly publishing	2	1990	1999	LISTA	Ebsco	Subject
videos -- reviews	2	1990	1999	LISTA	Ebsco	Subject
voice of america, the (book)	2	1990	1999	LISTA	Ebsco	Subject
warriors of disinformation (book)	2	1990	1999	LISTA	Ebsco	Subject
world wide web	2	1990	1999	LISTA	Ebsco	Subject
academic libraries	1	1990	1999	LISTA	Ebsco	Subject
access to information	1	1990	1999	LISTA	Ebsco	Subject
actions & defenses (law)	1	1990	1999	LISTA	Ebsco	Subject
africa	1	1990	1999	LISTA	Ebsco	Subject
african american journalists	1	1990	1999	LISTA	Ebsco	Subject
african american literature	1	1990	1999	LISTA	Ebsco	Subject
african american newspapers	1	1990	1999	LISTA	Ebsco	Subject
african americans	1	1990	1999	LISTA	Ebsco	Subject
age of propaganda (book)	1	1990	1999	LISTA	Ebsco	Subject
american revolutionary war, 1775-1783	1	1990	1999	LISTA	Ebsco	Subject
animal welfare	1	1990	1999	LISTA	Ebsco	Subject
ann arbor (mich.)	1	1990	1999	LISTA	Ebsco	Subject
anniversaries	1	1990	1999	LISTA	Ebsco	Subject
aristide, jean-bertrand, 1953-	1	1990	1999	LISTA	Ebsco	Subject
aronson, elliot	1	1990	1999	LISTA	Ebsco	Subject
australia	1	1990	1999	LISTA	Ebsco	Subject
authors & publishers	1	1990	1999	LISTA	Ebsco	Subject
authorship	1	1990	1999	LISTA	Ebsco	Subject
books -- reviews	1	1990	1999	LISTA	Ebsco	Subject
boston (mass.)	1	1990	1999	LISTA	Ebsco	Subject
bradley, patricia hayes	1	1990	1999	LISTA	Ebsco	Subject
california	1	1990	1999	LISTA	Ebsco	Subject
canada	1	1990	1999	LISTA	Ebsco	Subject
car talk (book)	1	1990	1999	LISTA	Ebsco	Subject
carcaterra, lorenzo	1	1990	1999	LISTA	Ebsco	Subject
cataloging	1	1990	1999	LISTA	Ebsco	Subject
cd-rom industry	1	1990	1999	LISTA	Ebsco	Subject
channels of propaganda (book)	1	1990	1999	LISTA	Ebsco	Subject
chemical banking corp.	1	1990	1999	LISTA	Ebsco	Subject
christianity	1	1990	1999	LISTA	Ebsco	Subject
church	1	1990	1999	LISTA	Ebsco	Subject
cognition	1	1990	1999	LISTA	Ebsco	Subject
collection development (libraries)	1	1990	1999	LISTA	Ebsco	Subject
compact discs	1	1990	1999	LISTA	Ebsco	Subject
computer networks	1	1990	1999	LISTA	Ebsco	Subject
consumers -- information services	1	1990	1999	LISTA	Ebsco	Subject
copyright	1	1990	1999	LISTA	Ebsco	Subject
copyright -- information storage & retrieval systems	1	1990	1999	LISTA	Ebsco	Subject
copyright & electronic data processing	1	1990	1999	LISTA	Ebsco	Subject
